jp,en,file
わかってるよー,"I know, I know.",romfs\story\spt\f08_110_339_00_t012.spt
カンジンの道のほうはどうなんです？,What about the Kanjin road?,romfs\story\spt\f08_110_339_00_t012.spt
道が見つかったかどうかが知りたいんですけど！,I just want to know if you have found a way!,romfs\story\spt\f08_110_339_00_t012.spt
ああきみ、あそこの１年と,"Oh, honey, a year over there and",romfs\story\spt\f08_110_339_00_t022.spt
いやなの？,You don't like it?,romfs\story\spt\f08_110_339_00_t022.spt
こういうときのためのレスキュー部なんだから。,This is what the Rescue Department is for in times like this.,romfs\story\spt\f08_110_339_00_t022.spt
しかたないね、学校――,"Well, I guess I'll just have to go to school--",romfs\story\spt\f08_110_339_00_t022.spt
しょっちゅうやり合ってたもんねえ。,We were always fighting with each other.,romfs\story\spt\f08_110_339_00_t022.spt
ずっとオンビンだと思うよー。,I think it's on-bin all the way!,romfs\story\spt\f08_110_339_00_t022.spt
そ、そんなことないです、でも…,"Oh, no, it's not, but...",romfs\story\spt\f08_110_339_00_t022.spt
だけど状況が状況だしガマンしてよ。,"But it's a situation, and you've got to suck it up.",romfs\story\spt\f08_110_339_00_t022.spt
できれば自力で戻る方法をですね、その――,"The way to get back on your own, if you can, is to--",romfs\story\spt\f08_110_339_00_t022.spt
ですよねー。,Right?,romfs\story\spt\f08_110_339_00_t022.spt
オレ――,I'm--,romfs\story\spt\f08_110_339_00_t022.spt
スマホはつながるみたい。,The phone seems to be connected.,romfs\story\spt\f08_110_339_00_t022.spt
レスキュー部か…,Rescue Department...,romfs\story\spt\f08_110_339_00_t022.spt
レスキュー部に連絡とってみるかな。,Maybe I'll contact the Rescue Dept.,romfs\story\spt\f08_110_339_00_t022.spt
先生や生徒会に連絡とるよりも,Rather than contacting a teacher or the student council.,romfs\story\spt\f08_110_339_00_t022.spt
くんが呼んでるよ。,Mr. Kikugoro is calling for you.,romfs\story\spt\f08_110_339_00_t023.spt
行ってみたら？,Why don't you go?,romfs\story\spt\f08_110_339_00_t023.spt
ストップ,stop,romfs\story\spt\f08_120_339_00.spt
ここ見てみろ。,Look here.,romfs\story\spt\f08_120_339_00_t011.spt
道発見,road discovery,romfs\story\spt\f08_120_339_00_t011.spt
どこかにたどり着けるかも…,Maybe we can get somewhere...,romfs\story\spt\f08_120_339_00_t012.spt
ははあ、あっち側になだらかな場所があるな。,"Haha, there's a rolling area on that side.",romfs\story\spt\f08_120_339_00_t012.spt
目の前の岩場さえがんばって抜ければ,If only I could get past the rocky area in front of me.,romfs\story\spt\f08_120_339_00_t012.spt
行ってみようぜ！,Let's go!,romfs\story\spt\f08_120_339_00_t012.spt
行ってみるか？,You want to go?,romfs\story\spt\f08_120_339_00_t012.spt
じゃ、ちょっと待ってて,"Okay, I'll see you in a minute.",romfs\story\spt\f08_120_339_00_t013.spt
も～！！,Mo~!,romfs\story\spt\f08_120_339_00_t013.spt
オレ部長に――,I'm the head of the department.,romfs\story\spt\f08_120_339_00_t013.spt
待てって言ってるのに,I told you to wait.,romfs\story\spt\f08_120_339_00_t013.spt
お前も早く来い。,"You, too, come quickly.",romfs\story\spt\f08_120_339_00_t014.spt
早く来いよ～！,"Come on, come on!",romfs\story\spt\f08_120_339_00_t014.spt
岩場,rocky area,romfs\story\spt\f08_130_339_00.spt
岩場崩,cave collapse,romfs\story\spt\f08_130_339_00.spt
退路崩落,collapsing,romfs\story\spt\f08_130_339_00.spt
道崩落,road collapse,romfs\story\spt\f08_130_339_00.spt
セクター落下直後,Immediately after the sector drop,romfs\story\spt\f08_140_339_00.spt
主人公落下直後,Immediately after the fall of the protagonist,romfs\story\spt\f08_140_339_00.spt
地形,terrain,romfs\story\spt\f08_140_339_00.spt
地形崩,landslide,romfs\story\spt\f08_140_339_00.spt
地面崩落,landslide,romfs\story\spt\f08_140_339_00.spt
こら！,Hey there!,romfs\story\spt\f08_140_339_00_t011.spt
そのあとだよ！,After that!,romfs\story\spt\f08_140_339_00_t011.spt
だ、だって探検部だし…,Because we're an exploration club...,romfs\story\spt\f08_140_339_00_t011.spt
なんでお前がブチョーに相談するのだ？,Why are you consulting the bucho?,romfs\story\spt\f08_140_339_00_t011.spt
なんでお前がブチョーに相談するんだ？,Why are you consulting the bucho?,romfs\story\spt\f08_140_339_00_t011.spt
わかった、て聞こえたが？,"Okay, I heard that.",romfs\story\spt\f08_140_339_00_t011.spt
わかった、て聞こえたぞ？,"Okay, I heard that, didn't I?",romfs\story\spt\f08_140_339_00_t011.spt
オレはお前に相談したのだ。,I consulted you.,romfs\story\spt\f08_140_339_00_t011.spt
オレはお前に相談したんだぞ。,I consulted you.,romfs\story\spt\f08_140_339_00_t011.spt
勝手に行動すんな！,Don't act on your own!,romfs\story\spt\f08_140_339_00_t011.spt
勝手？,Selfish?,romfs\story\spt\f08_140_339_00_t011.spt
待てって言っただろー！,I told you to wait!,romfs\story\spt\f08_140_339_00_t011.spt
遅いぞ。,You're late.,romfs\story\spt\f08_140_339_00_t011.spt
部長に相談するから待てって言っただろ！,I told you to wait while I talked to the director!,romfs\story\spt\f08_140_339_00_t011.spt
って、そんなこと関係ないって。,"I mean, it doesn't matter.",romfs\story\spt\f08_140_339_00_t012.spt
どうやって戻るんだよ！,How do you go back?,romfs\story\spt\f08_140_339_00_t012.spt
もし強い野良メダだったらどうすんだよ！,What if it was a strong wild meda?,romfs\story\spt\f08_140_339_00_t012.spt
オマケに奥の草むらから、なんだかイヤな音するぞ。,And there's a strange sound coming from the grassy area in the back of the house.,romfs\story\spt\f08_140_339_00_t012.spt
今襲われたら、オレたちだけ――,"If they attack us now, we'll be the only ones--",romfs\story\spt\f08_140_339_00_t012.spt
危ないからだよ！,Because it's dangerous!,romfs\story\spt\f08_140_339_00_t012.spt
見ろよ来た道、ガケ崩れでふさがっちゃったぞ。,"Look, the road we came on has been blocked by a gully.",romfs\story\spt\f08_140_339_00_t012.spt
出たあっ！！,There it is!,romfs\story\spt\f08_140_339_00_t013.spt
なっ、なんだっ？,What the hell?,romfs\story\spt\f08_140_339_00_t014.spt
地面が…　崩っ！！,The ground... Collapse!,romfs\story\spt\f08_140_339_00_t014.spt
いってぇ…！,Ouch..!,romfs\story\spt\f08_140_339_00_t021.spt
あそこから落ちたのか…,You fell from there...,romfs\story\spt\f08_140_339_00_t022.spt
ロボトルの衝撃でガケが崩れたんだ。,The impact of the robottle caused the gake to collapse.,romfs\story\spt\f08_140_339_00_t022.spt
帰路探索Ｃ,Return path search C,romfs\story\spt\f08_150_339_00.spt
おっと、これ以上は進めない。,"Oops, I can't go any further.",romfs\story\spt\f08_150_339_00_t011.spt
流れが急すぎる…,The flow is too rapid...,romfs\story\spt\f08_150_339_00_t011.spt
帰路探索Ｄ,Return path search D,romfs\story\spt\f08_160_339_00.spt
うかつに入るとあっという間に流されそうだ…,"If you go in carelessly, you'll be swept away in no time...",romfs\story\spt\f08_160_339_00_t011.spt
うわ、急に深く落ち込んでるぞ。,"Wow, you're suddenly in a deep depression.",romfs\story\spt\f08_160_339_00_t011.spt
喧嘩,quarrel,romfs\story\spt\f08_170_339_00.spt
崖上,cliff top,romfs\story\spt\f08_170_339_00.spt
崖下,foot or base of a cliff,romfs\story\spt\f08_170_339_00.spt
見上げ,looking up,romfs\story\spt\f08_170_339_00.spt
ああも～、わかったよ！,Oh my gosh - I get it!,romfs\story\spt\f08_170_339_00_t011.spt
いっつも？,All the time?,romfs\story\spt\f08_170_339_00_t011.spt
お前のせいだ。,It's your fault.,romfs\story\spt\f08_170_339_00_t011.spt
お前のせいだぞ。,It's your fault.,romfs\story\spt\f08_170_339_00_t011.spt
くっついて歩かなくちゃいけないのか？,Do we have to stick together and walk?,romfs\story\spt\f08_170_339_00_t011.spt
だったらも～勝手にしろ！,Then do as you please!,romfs\story\spt\f08_170_339_00_t011.spt
なんだとー！,What the heck!,romfs\story\spt\f08_170_339_00_t011.spt
なんでいっつも,Why are you always doing this?,romfs\story\spt\f08_170_339_00_t011.spt
なんでお前の言うこと聞かなくちゃいけないのだ？,Why should I listen to you?,romfs\story\spt\f08_170_339_00_t011.spt
なんでお前の言うこと聞かなくちゃいけないんだ？,Why should I listen to you?,romfs\story\spt\f08_170_339_00_t011.spt
オレのせい？,Is it my fault?,romfs\story\spt\f08_170_339_00_t011.spt
オレはいっつもお前のうしろ,I'm always behind you.,romfs\story\spt\f08_170_339_00_t011.spt
セッシャはいっつもお前のうしろ,Sesha is always behind you.,romfs\story\spt\f08_170_339_00_t011.spt
マスターの言うこと聞かないんだよ！,They don't listen to the master!,romfs\story\spt\f08_170_339_00_t011.spt
ロボトルでもないのに,I'm not even a robattle.,romfs\story\spt\f08_170_339_00_t011.spt
勝手な行動したのはお前じゃないか！,You're the one who acted selfishly!,romfs\story\spt\f08_170_339_00_t011.spt
落ちたのは、お前がランボーに飛び跳ねたからだ。,I fell because you jumped on the Rambo.,romfs\story\spt\f08_170_339_00_t011.spt
落ちたのは、お前がランボーに飛び跳ねたからだぞ。,You fell off the roof because you jumped on the Rambo.,romfs\story\spt\f08_170_339_00_t011.spt
～～～くっ！,~~~~kk!,romfs\story\spt\f08_170_339_00_t011.spt
ああ、勝手に行動するぞ。,"Yeah, I'll act on my own.",romfs\story\spt\f08_170_339_00_t012.spt
ロボトルだって勝手にするんだからな！,Even robattles do it on their own!,romfs\story\spt\f08_170_339_00_t012.spt
いたら返事しろー！！,"If you're there, answer me!",romfs\story\spt\f08_170_339_00_t014.spt
だれかいるかー！？,Is anyone there!,romfs\story\spt\f08_170_339_00_t014.spt
おーい！！！,Hey!,romfs\story\spt\f08_170_339_00_t015.spt
スリング巻き付け完了！,Sling wrapping complete!,romfs\story\spt\f08_170_339_00_t016.spt
支点の確認！,Check the fulcrum!,romfs\story\spt\f08_170_339_00_t016.spt
救助開始！,Rescue begins!,romfs\story\spt\f08_170_339_00_t016.spt
遭難者発見！,A person in distress is found!,romfs\story\spt\f08_170_339_00_t016.spt
降下します！,Descending!,romfs\story\spt\f08_170_339_00_t016.spt
３点確保！,3 points secured!,romfs\story\spt\f08_170_339_00_t016.spt
だ、大丈夫です。,"No, it's okay.",romfs\story\spt\f08_170_339_00_t021.spt
では戻るぞ。,Now let's go back.,romfs\story\spt\f08_170_339_00_t021.spt
よし！,All right!,romfs\story\spt\f08_170_339_00_t021.spt
了解！,Copy!,romfs\story\spt\f08_170_339_00_t021.spt
怪我はないか？,Are you hurt?,romfs\story\spt\f08_170_339_00_t021.spt
しかしだ。,But.,romfs\story\spt\f08_180_113_00_t011.spt
レスキュー部に感謝するんだな。,You have the Rescue Department to thank for that.,romfs\story\spt\f08_180_113_00_t011.spt
全員ケガもなく無事でよかった。,I'm glad they were all safe and uninjured.,romfs\story\spt\f08_180_113_00_t011.spt
ひとつ。,One.,romfs\story\spt\f08_180_113_00_t012.spt
多く寄せられるようになった。,Many have been received.,romfs\story\spt\f08_180_113_00_t012.spt
最近、生徒たちを心配する先生がたの声が,"Recently, teachers are concerned about their students.",romfs\story\spt\f08_180_113_00_t012.spt
授業にも身が入っていない様子だが大丈夫かとの声。,He asked if it was okay that he didn't seem to be getting into the classroom.,romfs\story\spt\f08_180_113_00_t013.spt
生徒たちがメダリア探しに夢中で,The students were so engrossed in the search for the medallia,romfs\story\spt\f08_180_113_00_t013.spt
このままではなにか起こりはしないかと危ぶむ声。,Some people were concerned that something might happen if the situation continued as it was.,romfs\story\spt\f08_180_113_00_t014.spt
しかも騒ぎの元である探検部の遭難とは――,"And what's more, the source of all the commotion, the expedition team, is in distress.",romfs\story\spt\f08_180_113_00_t014.spt
そろそろなにか手を打たねばと頭を悩ませていた,I was thinking that it was time to do something about it.,romfs\story\spt\f08_180_113_00_t014.spt
危険な場所に入り込む生徒たちが増え,More and more students enter dangerous places.,romfs\story\spt\f08_180_113_00_t014.spt
矢先の、このアクシデントだ。,"Just then, this accident happened.",romfs\story\spt\f08_180_113_00_t014.spt
あきれて言葉も出ん。,I am speechless.,romfs\story\spt\f08_180_113_00_t015.spt
笑うな！！,Don't laugh!,romfs\story\spt\f08_180_113_00_t015.spt
えーっ。,Ew.,romfs\story\spt\f08_180_113_00_t016.spt
これ以上、元凶を野放しにしておくことはできん。,We cannot let the source go unchecked any longer.,romfs\story\spt\f08_180_113_00_t016.spt
ございません。,There is no such thing.,romfs\story\spt\f08_180_113_00_t016.spt
しかし、生徒たちの安全が脅かされる問題となれば,But if it becomes an issue that threatens the safety of students,romfs\story\spt\f08_180_113_00_t016.spt
それから――,And then--,romfs\story\spt\f08_180_113_00_t016.spt
わたしとて学生のひとりだ。,I am a student myself.,romfs\story\spt\f08_180_113_00_t016.spt
体育祭の準備には探検部も参加してもらう。,The exploration club will be asked to participate in the preparation of the gymnastic festival.,romfs\story\spt\f08_180_113_00_t016.spt
探知アプリの利用禁止を検討する。,Consider banning the use of detection applications.,romfs\story\spt\f08_180_113_00_t016.spt
正式な決定が下るまでアプリは使用禁止だ。,The app is off limits until a formal decision is made.,romfs\story\spt\f08_180_113_00_t016.spt
言いたいことはあるか？,Do you have anything to say?,romfs\story\spt\f08_180_113_00_t016.spt
話は別。,The story is different.,romfs\story\spt\f08_180_113_00_t016.spt
課外活動の選択肢を狭めることは本意ではない。,It is not our intention to limit the options for extracurricular activities.,romfs\story\spt\f08_180_113_00_t016.spt
